age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,Private,188146,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,<=50K,97205
ALL,Private,149640,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Federal-gov,249409,HS or Less,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,102632,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K,97205
ALL,?,252903,HS or Less,9,Divorced,?,Not-in-family,White,Male,0,0,45,United-States,>50K,97205
ALL,State-gov,175325,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,304030,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,245918,HS or Less,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K,97205
ALL,Private,278130,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,94235,HS or Less,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,190762,HS or Less,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,97205
ALL,Private,133373,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97205
ALL,Local-gov,288825,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97205
ALL,?,271749,HS or Less,8,Never-married,?,Other-relative,Black,Male,594,0,40,United-States,<=50K,97205
ALL,Federal-gov,371373,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,97205
ALL,Local-gov,114060,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,?,165532,HS or Less,8,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K,97205
ALL,Private,39352,HS or Less,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,>50K,97205
ALL,Private,241832,HS or Less,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,El-Salvador,<=50K,97205
ALL,Private,153614,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K,97205
ALL,Private,223212,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,97205
ALL,Local-gov,119411,HS or Less,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,Portugal,<=50K,97205
ALL,Private,327323,HS or Less,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,32,Guatemala,<=50K,97205
ALL,Private,128831,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,138768,HS or Less,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,<=50K,97205
ALL,?,257780,HS or Less,7,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,<=50K,97205
ALL,Private,86108,HS or Less,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States,<=50K,97205
ALL,Private,387569,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States,>50K,97205
ALL,Self-emp-not-inc,177407,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,Private,111567,HS or Less,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,62339,HS or Less,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,117683,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,Local-gov,28856,HS or Less,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States,<=50K,97205
ALL,Self-emp-not-inc,311020,HS or Less,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,97205
ALL,Private,214738,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,465507,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,241752,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,154474,HS or Less,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,42,United-States,<=50K,97205
ALL,Private,112840,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,97205
ALL,Self-emp-inc,180804,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,?,117201,HS or Less,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K,97205
ALL,Private,128848,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,81642,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,97205
ALL,Private,227644,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,Private,241626,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,97205
ALL,Private,284329,HS or Less,9,Widowed,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,33886,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97205
ALL,Private,75472,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,?,<=50K,97205
ALL,Federal-gov,320818,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,97205
ALL,Local-gov,321117,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,135289,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,97205
ALL,Private,386136,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K,97205
ALL,Private,190525,HS or Less,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,97205
ALL,Private,83893,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,?,225652,HS or Less,4,Married-civ-spouse,?,Husband,White,Male,3411,0,50,United-States,<=50K,97205
ALL,Private,449257,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,238287,HS or Less,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,137815,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,97205
ALL,Private,185749,HS or Less,7,Widowed,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-inc,192945,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,97205
ALL,Private,161508,HS or Less,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-inc,210295,HS or Less,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,97205
ALL,Local-gov,32124,HS or Less,5,Never-married,Other-service,Own-child,Black,Male,0,0,9,United-States,<=50K,97205
ALL,Private,245305,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,>50K,97205
ALL,Private,265954,HS or Less,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,130806,HS or Less,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,<=50K,97205
ALL,Private,139338,HS or Less,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Local-gov,107513,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,405723,HS or Less,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,97205
ALL,Private,105444,HS or Less,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K,97205
ALL,Self-emp-not-inc,196328,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,>50K,97205
ALL,Federal-gov,188569,HS or Less,5,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,107306,HS or Less,9,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,40,United-States,<=50K,97205
ALL,Private,205390,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,49,United-States,<=50K,97205
ALL,Private,158948,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,84,United-States,>50K,97205
ALL,Private,187226,HS or Less,5,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,97205
ALL,Private,226756,HS or Less,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,33610,HS or Less,9,Divorced,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,188834,HS or Less,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,?,672412,HS or Less,7,Separated,?,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,246595,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,70,United-States,<=50K,97205
ALL,Private,335764,HS or Less,7,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K,97205
ALL,Private,123211,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,44,United-States,>50K,97205
ALL,Private,35330,HS or Less,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K,97205
ALL,Private,187487,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,121124,HS or Less,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,Italy,>50K,97205
ALL,Private,220132,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,97205
ALL,Private,222142,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,373050,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,336360,HS or Less,4,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,73289,HS or Less,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,167955,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,<=50K,97205
ALL,Private,105017,HS or Less,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,199288,HS or Less,7,Separated,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,<=50K,97205
ALL,Private,122999,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,136343,HS or Less,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,121523,HS or Less,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97205
ALL,Private,63921,HS or Less,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,97205
ALL,?,183958,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,<=50K,97205
ALL,Private,230875,HS or Less,7,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,258761,HS or Less,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K,97205
ALL,Private,509364,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Local-gov,204098,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K,97205
ALL,State-gov,199539,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,<=50K,97205
ALL,?,205527,HS or Less,9,Divorced,?,Not-in-family,White,Male,0,0,20,United-States,<=50K,97205
ALL,Private,427686,HS or Less,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,26904,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States,<=50K,97205
ALL,Private,170148,HS or Less,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,89397,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-inc,26145,HS or Less,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K,97205
ALL,Private,90624,HS or Less,7,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,181382,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K,97205
ALL,Private,480861,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,97205
ALL,?,78255,HS or Less,9,Divorced,?,Not-in-family,White,Male,0,0,25,United-States,<=50K,97205
ALL,Self-emp-not-inc,96245,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-inc,81413,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,65,United-States,<=50K,97205
ALL,Private,203776,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,Self-emp-inc,189933,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,97205
ALL,Private,227943,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,<=50K,97205
ALL,Self-emp-inc,180195,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,Local-gov,310085,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,68781,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,334946,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K,97205
ALL,?,356838,HS or Less,8,Never-married,?,Not-in-family,White,Male,0,0,35,United-States,<=50K,97205
ALL,Private,245628,HS or Less,7,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,20,United-States,<=50K,97205
ALL,Private,149653,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97205
ALL,Private,208965,HS or Less,5,Never-married,Machine-op-inspct,Unmarried,Other,Male,0,0,40,Mexico,<=50K,97205
ALL,?,163998,HS or Less,9,Married-spouse-absent,?,Not-in-family,White,Male,0,0,20,United-States,>50K,97205
ALL,Federal-gov,55377,HS or Less,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K,97205
ALL,Private,243607,HS or Less,3,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,<=50K,97205
ALL,Private,203482,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,161922,HS or Less,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,43,United-States,<=50K,97205
ALL,Private,42485,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K,97205
ALL,Private,357848,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,Private,354201,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,119422,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,245842,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,Mexico,<=50K,97205
ALL,Private,344129,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,Private,271828,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97205
ALL,Private,140363,HS or Less,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,30,United-States,<=50K,97205
ALL,Private,107843,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,>50K,97205
ALL,Private,193741,HS or Less,7,Never-married,Other-service,Other-relative,Black,Male,0,0,30,United-States,<=50K,97205
ALL,Private,119721,HS or Less,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,142719,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,504725,HS or Less,6,Never-married,Sales,Other-relative,White,Male,0,0,18,Guatemala,<=50K,97205
ALL,Federal-gov,176969,HS or Less,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,1590,40,United-States,<=50K,97205
ALL,Private,95985,HS or Less,3,Widowed,Other-service,Unmarried,Black,Male,0,0,10,United-States,<=50K,97205
ALL,Private,338740,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Local-gov,190226,HS or Less,9,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,210867,HS or Less,7,Divorced,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,?,174964,HS or Less,6,Married-civ-spouse,?,Husband,White,Male,0,0,99,United-States,<=50K,97205
ALL,Private,177305,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,97205
ALL,Private,129010,HS or Less,8,Never-married,Craft-repair,Own-child,White,Male,0,0,10,United-States,<=50K,97205
ALL,Private,58597,HS or Less,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,44,United-States,<=50K,97205
ALL,Private,138768,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97205
ALL,Federal-gov,214858,HS or Less,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K,97205
ALL,Private,164204,HS or Less,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,53,?,<=50K,97205
ALL,Federal-gov,77370,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97205
ALL,Private,256211,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,97205
ALL,Private,185061,HS or Less,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,213140,HS or Less,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K,97205
ALL,Private,167147,HS or Less,8,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,<=50K,97205
